-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
-0.032      0 -0.003
0 0 0
 8.288e-05          0 0.00028032
0.008232        0 0.013824
0.000317696           0  0.00109056
0.0156672         0  0.026496
0.000684288           0  0.00238464
0.0223344         0  0.038016
0.00116326          0 0.00411648
0.0282624         0  0.048384
0.001736        0  0.00624
0.03348       0  0.0576
0.00238464          0 0.00870912
0.038016        0 0.065664
0.0030921         0 0.0114778
0.0418992         0  0.072576
0.00384205          0  0.0144998
0.0451584         0  0.078336
0.00461894          0  0.0177293
0.0478224         0  0.082944
0.005408        0  0.02112
0.04992       0  0.0864
0.0061952         0 0.0246259
 0.05148        0 0.088704
0.0069673         0  0.028201
0.0525312         0  0.089856
0.00771181          0   0.031799
0.0531024         0  0.089856
0.00841702          0  0.0353741
0.0532224         0  0.088704
0.009072        0  0.03888
0.05292       0  0.0864
0.00966656          0  0.0422707
0.052224        0 0.082944
0.0101913         0 0.0455002
0.0511632         0  0.078336
0.0106376         0 0.0485222
0.0497664         0  0.072576
0.0109975         0 0.0512909
0.0480624         0  0.065664
0.011264        0  0.05376
0.04608       0  0.0576
0.0114307         0 0.0558835
0.043848        0 0.048384
0.0114921         0 0.0576154
0.0413952         0  0.038016
0.0114433         0 0.0589094
0.0387504         0  0.026496
0.0112804         0 0.0597197
0.0359424         0  0.013824
0.011     0  0.06
0.033     0     0
0.0105997         0 0.0597057
  0.029952          0 -0.0145152
0.0100777         0 0.0588549
 0.0268272          0 -0.0278208
0.00943309          0  0.0574961
 0.0236544          0 -0.0399168
0.00866566          0  0.0556777
 0.0204624          0 -0.0508032
0.007776        0 0.053448
 0.01728        0 -0.06048
0.00676544          0  0.0508554
  0.014136          0 -0.0689472
0.0056361         0 0.0479484
 0.0110592          0 -0.0762048
0.00439085          0  0.0447752
 0.0080784          0 -0.0822528
0.00303334          0  0.0413843
 0.0052224          0 -0.0870912
0.001568        0 0.037824
 0.00252        0 -0.09072
5.42278e-10           0   0.0341428
 8.111e-10          0 -0.0931392
-0.0016647          0   0.030389
-0.0023088          0 -0.0943488
-0.00341939           0    0.026611
-0.0043776          0 -0.0943488
-0.00525658           0   0.0228572
-0.0061776          0 -0.0931392
-0.007168         0  0.019176
-0.00768        0 -0.09072
-0.00914464           0   0.0156157
 -0.008856          0 -0.0870912
-0.0111767          0  0.0122248
-0.0096768          0 -0.0822528
-0.0132536          0 0.00905165
-0.0101136          0 -0.0762048
-0.0153641          0 0.00614458
-0.0101376          0 -0.0689472
-0.017496         0  0.003552
-0.00972        0 -0.06048
-0.0196365          0  0.0013223
 -0.008832          0 -0.0508032
  -0.0217719            0 -0.000496128
-0.0074448          0 -0.0399168
 -0.0238879           0 -0.00185491
-0.0055296          0 -0.0278208
 -0.0259692           0 -0.00270566
-0.0030576          0 -0.0145152
-0.028      0 -0.003
0 0 0
-0.028      0 -0.003
0 0 0
-0.028      0 -0.003
0 0 0
-0.028      0 -0.003
0 0 0
-0.028      0 -0.003
0 0 0
-0.028      0 -0.003
0 0 0
-0.028      0 -0.003
0 0 0
-0.028      0 -0.003
0 0 0
-0.028      0 -0.003
0 0 0
-0.028      0 -0.003
0 0 0
-0.028      0 -0.003
0 0 0
-0.028      0 -0.003
0 0 0
